Library,Title,Date,Time,Location,Age Group,Program Type,Description,Link
Chicago Parks,Girls Day of P.L.A.Y. at Gill,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-gill-1
Chicago Parks,Girls Day of P.L.A.Y. at Independence,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-independence-1
Chicago Parks,Girls Day of P.L.A.Y. at Olympia,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-olympia-0
Chicago Parks,Girls Day of P.L.A.Y. at Piotrowski,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-piotrowski-0
Chicago Parks,Girls Day of P.L.A.Y. at Piotrowski,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-piotrowski-1
Chicago Parks,Girls Day of P.L.A.Y. at Pulaski,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-pulaski
Chicago Parks,Girls Day of P.L.A.Y. at Welles,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-welles-0
Chicago Parks,Girls Day of P.L.A.Y. at West Lawn,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-west-lawn-0
Chicago Parks,Girls Day of P.L.A.Y. at West Pullman,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-west-pullman
Chicago Parks,Girls Day of P.L.A.Y. at Wilson (Frank J.),Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-wilson-frank-j-1
Chicago Parks,Out of School Program (Special Rec) at Kosciuszko,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/out-school-program-special-rec-kosciuszko-4
Chicago Parks,Girls Day of P.L.A.Y. at Carver,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-carver-0
Chicago Parks,Girls Day of P.L.A.Y. at Foster,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-foster-0
Chicago Parks,Girls Day of P.L.A.Y. at Harris,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-harris-1
Chicago Parks,Girls Day of P.L.A.Y. at Homan Square,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/girls-day-play-homan-square-0
Chicago Parks,Skating Party at Douglass,Not found,Pending...,Chicago Park District,All Ages,Arts/Culture,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/skating-party-douglass
Chicago Parks,Tween Tuesday at Palmer,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/tween-tuesday-palmer-0
Chicago Parks,Chicago's First Responder Yoga at Norwood,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-norwood-31
Chicago Parks,Polar Adventure Day at Big Marsh,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/polar-adventure-day-big-marsh-0
Chicago Parks,Chicago's First Responder Yoga at Oriole,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-oriole-27
Chicago Parks,Chicago's First Responder Yoga at Ridge,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-ridge-26
Chicago Parks,Animal Tales at Big Marsh,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/animal-tales-big-marsh-3
Chicago Parks,Tween Tuesday at Dooley Playground,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/tween-tuesday-dooley-playground-0
Chicago Parks,Chicago's First Responder Yoga at Norwood,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-norwood-32
Chicago Parks,Basketball - Open (Deaf & HOH) at Archer,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/basketball-open-deaf-hoh-archer
Chicago Parks,Stewardship Days at Big Marsh,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/stewardship-days-big-marsh-2
Chicago Parks,Chicago's First Responder Yoga at Oriole,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-oriole-28
Chicago Parks,Chicago's First Responder Yoga at Ridge,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-ridge-27
Chicago Parks,Dr. Seuss Day at Dvorak,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/dr-seuss-day-dvorak
Chicago Parks,Tween Tuesday at Homan Square,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/tween-tuesday-homan-square-0
Chicago Parks,Chicago's First Responder Yoga at Norwood,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-norwood-33
Chicago Parks,Khecari - Resource Share Residency Show at Indian Boundary,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/khecari-resource-share-residency-show-indian-boundary
Chicago Parks,Winter Walk and Bonfire at Byrnes,Not found,Pending...,Chicago Park District,All Ages,Nature/Outdoors,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/winter-walk-and-bonfire-byrnes
Chicago Parks,Deaf & Hard-of-Hearing Teen Opportunity Fair at Park No. 596,Not found,Pending...,Chicago Park District,Teens,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/deaf-hard-hearing-teen-opportunity-fair-park-no-596-0
Chicago Parks,Inspiration Station at Olympia,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/inspiration-station-olympia-0
Chicago Parks,Inspiration Station at Olympia,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/inspiration-station-olympia-1
Chicago Parks,Chicago's First Responder Yoga at Oriole,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-oriole-29
Chicago Parks,Chicago's First Responder Yoga at Ridge,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-ridge-28
Chicago Parks,Tween Tuesday at Eugene Field,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/tween-tuesday-eugene-field-0
Chicago Parks,Chicago's First Responder Yoga at Norwood,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/chicagos-first-responder-yoga-norwood-34
Chicago Parks,Spring into Science at Big Marsh,2026-03-17T08:30:00Z,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/spring-science-big-marsh
Chicago Parks,Out of School Program (Special Rec) at Kosciuszko,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/out-school-program-special-rec-kosciuszko-6
Chicago Parks,Out of School Program (Special Rec) at Kosciuszko,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/out-school-program-special-rec-kosciuszko-5
Chicago Parks,Stewardship Days at Big Marsh,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/stewardship-days-big-marsh-3
Chicago Parks,City-Wide Symphony Orchestra Concert at Jefferson,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/city-wide-symphony-orchestra-concert-jefferson-0
Chicago Parks,Out of School Program (Special Rec) at Kosciuszko,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/out-school-program-special-rec-kosciuszko-7
Chicago Parks,Out of School Program (Special Rec) at Kosciuszko,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/out-school-program-special-rec-kosciuszko-8
Chicago Parks,Out of School Program (Special Rec) at Kosciuszko,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/out-school-program-special-rec-kosciuszko-9
Chicago Parks,Gym Showcase at West Lawn,Not found,Pending...,Chicago Park District,All Ages,Sports/Fitness,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/gym-showcase-west-lawn
Chicago Parks,Out of School Program (Special Rec) at Kosciuszko,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/out-school-program-special-rec-kosciuszko-10
Chicago Parks,Out of School Program (Special Rec) at Kosciuszko,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/out-school-program-special-rec-kosciuszko-11
Chicago Parks,Bunny Trails Egg Hunt at Euclid,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/bunny-trails-egg-hunt-euclid
Chicago Parks,Animal Tales at Big Marsh,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/animal-tales-big-marsh-4
Chicago Parks,Out of School Program (Special Rec) at Kosciuszko,Not found,Pending...,Chicago Park District,All Ages,Recreation,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/out-school-program-special-rec-kosciuszko-12
Chicago Parks,Earth Day Resource Fair at Dvorak,Not found,Pending...,Chicago Park District,All Ages,Arts/Culture,"11/29/25 LAKEFRONT TRAIL ALERT: The lakefront trail is closed from Oak St. to Ohio St., as is the underpass at Chicago Ave., due to weather conditions. See the Lakefront Trail map here.",https://www.chicagoparkdistrict.com/events/earth-day-resource-fair-dvorak-0
